"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Hash","Length","Canonical Link Element 1","URL Encoded Address"
"https://www.vlsiphysicaldesign.top/","text/html; charset=utf-8","200","OK","Indexable","","58c7d682224a4285669bf6b6a32c65e","35","https://www.vlsiphysicaldesign.top/","https://www.vlsiphysicaldesign.top/"
"https://www.vlsiphysicaldesign.top/advanced_logic_synthesis","text/html; charset=utf-8","200","OK","Indexable","","8da3fad0aba5306c87da9d79f060cf30","59","https://www.vlsiphysicaldesign.top/advanced_logic_synthesis","https://www.vlsiphysicaldesign.top/advanced_logic_synthesis"
"https://www.vlsiphysicaldesign.top/io_design","text/html; charset=utf-8","200","OK","Indexable","","68879f0b6870bd79306369551f932ec4","44","https://www.vlsiphysicaldesign.top/io_design","https://www.vlsiphysicaldesign.top/io_design"
"https://www.vlsiphysicaldesign.top/eco","text/html; charset=utf-8","200","OK","Indexable","","e1fd9230699481b9053cfe3bde2a333e","38","https://www.vlsiphysicaldesign.top/eco","https://www.vlsiphysicaldesign.top/eco"
"https://www.vlsiphysicaldesign.top/ccs_modeling","text/html; charset=utf-8","200","OK","Indexable","","5555ab1f91ecd8cc23df38ff7bb93a0f","47","https://www.vlsiphysicaldesign.top/ccs_modeling","https://www.vlsiphysicaldesign.top/ccs_modeling"
"https://www.vlsiphysicaldesign.top/placement","text/html; charset=utf-8","200","OK","Indexable","","231693c18682a02592bb41a064fc677c","44","https://www.vlsiphysicaldesign.top/placement","https://www.vlsiphysicaldesign.top/placement"
"https://www.vlsiphysicaldesign.top/power_analysis","text/html; charset=utf-8","200","OK","Indexable","","2ccdb75e708b08bb5690e8e037585a93","49","https://www.vlsiphysicaldesign.top/power_analysis","https://www.vlsiphysicaldesign.top/power_analysis"
"https://www.vlsiphysicaldesign.top/routing","text/html; charset=utf-8","200","OK","Indexable","","6a92d848feb52ab83bcf60c3726145a7","42","https://www.vlsiphysicaldesign.top/routing","https://www.vlsiphysicaldesign.top/routing"
"https://www.vlsiphysicaldesign.top/sta","text/html; charset=utf-8","200","OK","Indexable","","e7aafcbf994e0c5c3ad7066a4cce7cee","38","https://www.vlsiphysicaldesign.top/sta","https://www.vlsiphysicaldesign.top/sta"
"https://www.vlsiphysicaldesign.top/logic_synthesis","text/html; charset=utf-8","200","OK","Indexable","","3321be3ca341a40aa98810e2c4ab7a67","50","https://www.vlsiphysicaldesign.top/logic_synthesis","https://www.vlsiphysicaldesign.top/logic_synthesis"
"https://www.vlsiphysicaldesign.top/ir_analysis","text/html; charset=utf-8","200","OK","Indexable","","74ddf0920c74f0545ba820ecb5613958","46","https://www.vlsiphysicaldesign.top/ir_analysis","https://www.vlsiphysicaldesign.top/ir_analysis"
"https://www.vlsiphysicaldesign.top/powerplan","text/html; charset=utf-8","200","OK","Indexable","","aea03de38d07e9ffb141730eac7503e4","44","https://www.vlsiphysicaldesign.top/powerplan","https://www.vlsiphysicaldesign.top/powerplan"
"https://www.vlsiphysicaldesign.top/delay_models","text/html; charset=utf-8","200","OK","Indexable","","f7b626b69dd90f2eb3ab8fd8962a43e9","47","https://www.vlsiphysicaldesign.top/delay_models","https://www.vlsiphysicaldesign.top/delay_models"
"https://www.vlsiphysicaldesign.top/who-am-i","text/html; charset=utf-8","200","OK","Indexable","","86b045c44fbb2b8a36258c239c1dc29d","43","https://www.vlsiphysicaldesign.top/who-am-i","https://www.vlsiphysicaldesign.top/who-am-i"
"https://www.vlsiphysicaldesign.top/cmos_fundamentals","text/html; charset=utf-8","200","OK","Indexable","","ac0929ff8378fdcfab252cf022db291","52","https://www.vlsiphysicaldesign.top/cmos_fundamentals","https://www.vlsiphysicaldesign.top/cmos_fundamentals"
"https://www.vlsiphysicaldesign.top/blog","text/html; charset=utf-8","200","OK","Indexable","","b476011cc5530f5493356d7ceb800d7a","39","https://www.vlsiphysicaldesign.top/blog","https://www.vlsiphysicaldesign.top/blog"
"https://www.vlsiphysicaldesign.top/pd_inputs","text/html; charset=utf-8","200","OK","Indexable","","fb182cc4d3179af690d433b361a7f6ac","44","https://www.vlsiphysicaldesign.top/pd_inputs","https://www.vlsiphysicaldesign.top/pd_inputs"
"https://www.vlsiphysicaldesign.top/pd_issues","text/html; charset=utf-8","200","OK","Indexable","","e41eb4cb5d7ec1585492f2a007ec9883","44","https://www.vlsiphysicaldesign.top/pd_issues","https://www.vlsiphysicaldesign.top/pd_issues"
"https://www.vlsiphysicaldesign.top/congestion_analysis","text/html; charset=utf-8","200","OK","Indexable","","8e90cb5fa0a8669c08c3938bed8aa600","54","https://www.vlsiphysicaldesign.top/congestion_analysis","https://www.vlsiphysicaldesign.top/congestion_analysis"
"https://www.vlsiphysicaldesign.top/work_sited","text/html; charset=utf-8","200","OK","Indexable","","bcedcd4a266afde217591f38f3813115","45","https://www.vlsiphysicaldesign.top/work_sited","https://www.vlsiphysicaldesign.top/work_sited"
"https://www.vlsiphysicaldesign.top/sta_numericals","text/html; charset=utf-8","200","OK","Indexable","","8231f43627e03a20b4486d777f09b0b7","49","https://www.vlsiphysicaldesign.top/sta_numericals","https://www.vlsiphysicaldesign.top/sta_numericals"
"https://www.vlsiphysicaldesign.top/floorplan","text/html; charset=utf-8","200","OK","Indexable","","ba19ec45b5111128c44266fc470b97e7","44","https://www.vlsiphysicaldesign.top/floorplan","https://www.vlsiphysicaldesign.top/floorplan"
"https://www.vlsiphysicaldesign.top/std_cell_types","text/html; charset=utf-8","200","OK","Indexable","","f59952ff07c7ea19e9c5f5cc70840d92","49","https://www.vlsiphysicaldesign.top/std_cell_types","https://www.vlsiphysicaldesign.top/std_cell_types"
"https://www.vlsiphysicaldesign.top/pd_cells","text/html; charset=utf-8","200","OK","Indexable","","aeaad3f80204002ce60b5ff4eff03ead","43","https://www.vlsiphysicaldesign.top/pd_cells","https://www.vlsiphysicaldesign.top/pd_cells"
"https://www.vlsiphysicaldesign.top/pd_verification","text/html; charset=utf-8","200","OK","Indexable","","8198f6c8a830115dfbb8bef34ce1d03","50","https://www.vlsiphysicaldesign.top/pd_verification","https://www.vlsiphysicaldesign.top/pd_verification"
"https://www.vlsiphysicaldesign.top/cts","text/html; charset=utf-8","200","OK","Indexable","","d80578df8bdbeaeef65c83c6e92bd19d","38","https://www.vlsiphysicaldesign.top/cts","https://www.vlsiphysicaldesign.top/cts"
"https://www.vlsiphysicaldesign.top/main.css","text/css; charset=utf-8","200","OK","Indexable","","","43","","https://www.vlsiphysicaldesign.top/main.css"
"https://www.vlsiphysicaldesign.top/about","text/html; charset=utf-8","200","OK","Indexable","","90ddcb6913ed5633619f3cb724430552","40","https://www.vlsiphysicaldesign.top/about","https://www.vlsiphysicaldesign.top/about"
"https://www.vlsiphysicaldesign.top/projects","text/html; charset=utf-8","200","OK","Indexable","","40385dc8b7eef788569653cc97aec0d4","43","https://www.vlsiphysicaldesign.top/projects","https://www.vlsiphysicaldesign.top/projects"
"https://www.vlsiphysicaldesign.top/assets/images/unsplash-1581094486392-3901b5539c6d.jpg","image/jpeg","200","OK","Indexable","","","88","","https://www.vlsiphysicaldesign.top/assets/images/unsplash-1581094486392-3901b5539c6d.jpg"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Clock%20Path%20Optimization.webp","image/webp","200","OK","Indexable","","","106","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Clock%20Path%20Optimization.webp"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/generated/register_merging_flow.svg","image/svg+xml","200","OK","Indexable","","","109","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/generated/register_merging_flow.svg"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Carry%20Save%20adder.webp","image/webp","200","OK","Indexable","","","99","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Carry%20Save%20adder.webp"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Data%20Path%20optimization.webp","image/webp","200","OK","Indexable","","","105","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Data%20Path%20optimization.webp"
"https://www.vlsiphysicaldesign.top/main.js","application/javascript","200","OK","Indexable","","","42","","https://www.vlsiphysicaldesign.top/main.js"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/generated/self_gating_xor.svg","image/svg+xml","200","OK","Indexable","","","103","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/generated/self_gating_xor.svg"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/constant%20Propagation.webp","image/webp","200","OK","Indexable","","","101","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/constant%20Propagation.webp"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Useful%20skew%20based%20optimization.webp","image/webp","200","OK","Indexable","","","115","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Useful%20skew%20based%20optimization.webp"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Mux%20Mapping.webp","image/webp","200","OK","Indexable","","","92","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Mux%20Mapping.webp"
"https://www.vlsiphysicaldesign.top/advanced_synthesis","text/html; charset=utf-8","200","OK","Indexable","","762a42681f82fa70134125dd661ee4b6","53","https://www.vlsiphysicaldesign.top/advanced_synthesis","https://www.vlsiphysicaldesign.top/advanced_synthesis"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Multibit%20Banking%20Optimization%20Flow.webp","image/webp","200","OK","Indexable","","","119","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Multibit%20Banking%20Optimization%20Flow.webp"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/generated/ir_drop_shaping.svg","image/svg+xml","200","OK","Indexable","","","103","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/generated/ir_drop_shaping.svg"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/physical%20synthesis%20Flow.webp","image/webp","200","OK","Indexable","","","106","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/physical%20synthesis%20Flow.webp"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Inversion%20Push.webp","image/webp","200","OK","Indexable","","","95","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Inversion%20Push.webp"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Multi%20Bit%20Debanking.webp","image/webp","200","OK","Indexable","","","102","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Multi%20Bit%20Debanking.webp"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Optimizations.webp","image/webp","200","OK","Indexable","","","92","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Optimizations.webp"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Multi%20Vt%20cells.webp","image/webp","200","OK","Indexable","","","97","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Multi%20Vt%20cells.webp"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/clock%20and%20data%20path%20Optimization.webp","image/webp","200","OK","Indexable","","","119","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/clock%20and%20data%20path%20Optimization.webp"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/generated/area_recovery_tradeoff.svg","image/svg+xml","200","OK","Indexable","","","110","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/generated/area_recovery_tradeoff.svg"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/generated/register_replication_flow.svg","image/svg+xml","200","OK","Indexable","","","113","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/generated/register_replication_flow.svg"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Multibit%20Banking.webp","image/webp","200","OK","Indexable","","","97","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Multibit%20Banking.webp"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Multibit%20bankng%20from%20RTL%20Inference.webp","image/webp","200","OK","Indexable","","","121","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Multibit%20bankng%20from%20RTL%20Inference.webp"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Logic%20simplification.webp","image/webp","200","OK","Indexable","","","101","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Logic%20simplification.webp"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/generated/scan_mapping_flow.svg","image/svg+xml","200","OK","Indexable","","","105","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/generated/scan_mapping_flow.svg"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Power%20optimization.webp","image/webp","200","OK","Indexable","","","99","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Power%20optimization.webp"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Clock%20Gating.webp","image/webp","200","OK","Indexable","","","93","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Clock%20Gating.webp"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Unused%20logic%20removal.webp","image/webp","200","OK","Indexable","","","103","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Unused%20logic%20removal.webp"
